row, id, palette, pattern, pose, facing, face, fur, color, r, g, b, hue, sat, lum, mint
14976, 0x0095b010d9, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Purple, 176, 16, 217, 287.76°, 86.27%, 45.69%, 9826
14977, 0x0095b1ebbd, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Green, 177, 235, 189, 132.41°, 59.18%, 80.78%, 7221
14978, 0x0095b39866, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Orange, 179, 152, 102, 38.96°, 33.62%, 55.10%, 2167
14979, 0x0095bba3ac, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Fuscia, 187, 163, 172, 337.50°, 15.00%, 68.63%, 17047
14980, 0x0095bdea8d, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Yellow, 189, 234, 141, 89.03°, 68.89%, 73.53%, 22684
14981, 0x0095bfd737, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Yellow, 191, 215, 55, 69.00°, 66.67%, 52.94%, 19552
14982, 0x0095c20415, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Fuscia, 194, 4, 21, 354.63°, 95.96%, 38.82%, 1597
14983, 0x0095c2b33f, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Orange, 194, 179, 63, 53.13°, 51.78%, 50.39%, 19412
14984, 0x0095c60de3, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Purple, 198, 13, 227, 291.87°, 89.17%, 47.06%, 11889
14985, 0x0095c9d55d, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Yellow, 201, 213, 93, 66.00°, 58.82%, 60.00%, 15223
14986, 0x0095ca8666, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Red, 202, 134, 102, 19.20°, 48.54%, 59.61%, 17991
14987, 0x0095cc2cb7, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Magenta, 204, 44, 183, 307.88°, 64.52%, 48.63%, 24027
14988, 0x0095cd9d9d, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Red, 205, 157, 157, 0.00°, 32.43%, 70.98%, 17635
14989, 0x0095d18f71, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Red, 209, 143, 113, 18.75°, 51.06%, 63.14%, 7622
14990, 0x0095d31431, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Fuscia, 211, 20, 49, 350.89°, 82.68%, 45.29%, 6471
14991, 0x0095d39db8, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Fuscia, 211, 157, 184, 330.00°, 38.03%, 72.16%, 12787
14992, 0x0095d74090, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Magenta, 215, 64, 144, 328.21°, 65.37%, 54.71%, 19193
14993, 0x0095da3049, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Fuscia, 218, 48, 73, 351.18°, 69.67%, 52.16%, 17259
14994, 0x0095dab7d6, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Magenta, 218, 183, 214, 306.86°, 32.11%, 78.63%, 15428
14995, 0x0095dadd6f, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Yellow, 218, 221, 111, 61.64°, 61.80%, 65.10%, 11498
14996, 0x0095dae8fb, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Sky Blue, 218, 232, 251, 214.55°, 80.49%, 91.96%, 10355
14997, 0x0095dbe8e1, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Green, 219, 232, 225, 147.69°, 22.03%, 88.43%, 1276
14998, 0x0095dcbcf0, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Purple, 220, 188, 240, 276.92°, 63.41%, 83.92%, 25103
14999, 0x0095e16fad, Inverted, 21, Sleeping, Left, Frown (Look Down), Striped, Magenta, 225, 111, 173, 327.37°, 65.52%, 65.88%, 9514
