id, palette, k, r, g, b, hue, sat, lum
0x000bf1c0bc, Normal, 11, 241, 192, 188, 4.5283018867924385, 0.6543209876543208, 0.8411764705882353
0x000bf1e3c5, Normal, 11, 241, 227, 197, 40.90909090909089, 0.6111111111111112, 0.8588235294117648
0x000bf6841a, Normal, 11, 246, 132, 26, 28.909090909090914, 0.9243697478991597, 0.5333333333333333
0x000bf73f9c, Normal, 11, 247, 63, 156, 329.67391304347825, 0.9200000000000002, 0.607843137254902
0x000bf879b4, Normal, 11, 248, 121, 180, 332.1259842519685, 0.900709219858156, 0.7235294117647059
0x000bffaa2d, Normal, 11, 255, 170, 45, 35.71428571428571, 1, 0.5882352941176471
0x000c0265a3, Normal, 12, 2, 101, 163, 203.10559006211182, 0.9757575757575758, 0.32352941176470584
0x000c050c7a, Normal, 12, 5, 12, 122, 236.4102564102564, 0.9212598425196851, 0.24901960784313726
0x000c058ecb, Normal, 12, 5, 142, 203, 198.48484848484847, 0.9519230769230769, 0.40784313725490196
0x000c07d096, Normal, 12, 7, 208, 150, 162.6865671641791, 0.9348837209302325, 0.4215686274509804
0x000c085a18, Normal, 12, 8, 90, 24, 131.70731707317074, 0.8367346938775512, 0.19215686274509805
0x000c093052, Normal, 12, 9, 48, 82, 207.94520547945206, 0.8021978021978021, 0.1784313725490196
0x000c09706c, Normal, 12, 9, 112, 108, 177.66990291262135, 0.8512396694214877, 0.2372549019607843
0x000c0b04b5, Normal, 12, 11, 4, 181, 242.3728813559322, 0.9567567567567566, 0.36274509803921573
0x000c10d76f, Normal, 12, 16, 215, 111, 148.643216080402, 0.8614718614718615, 0.45294117647058824
0x000c139c87, Normal, 12, 19, 156, 135, 170.80291970802918, 0.782857142857143, 0.3431372549019608
0x000c1859b6, Normal, 12, 24, 89, 182, 215.31645569620252, 0.7669902912621359, 0.403921568627451
0x000c186e77, Normal, 12, 24, 110, 119, 185.68421052631578, 0.6643356643356644, 0.2803921568627451
0x000c1940b8, Normal, 12, 25, 64, 184, 225.2830188679245, 0.7607655502392345, 0.40980392156862744
0x000c20253e, Normal, 12, 32, 37, 62, 229.99999999999997, 0.3191489361702127, 0.1843137254901961
0x000c26f77b, Normal, 12, 38, 247, 123, 144.4019138755981, 0.9288888888888889, 0.5588235294117647
0x000c289ac5, Normal, 12, 40, 154, 197, 196.43312101910828, 0.6624472573839663, 0.4647058823529412
0x000c2c0be7, Normal, 12, 44, 11, 231, 249.00000000000003, 0.9090909090909092, 0.4745098039215686
0x000c2d9d5e, Normal, 12, 45, 157, 94, 146.25, 0.5544554455445544, 0.39607843137254906
0x000c2e4214, Normal, 12, 46, 66, 20, 86.08695652173914, 0.5348837209302326, 0.16862745098039217
0x000c2ef576, Normal, 12, 46, 245, 118, 141.70854271356782, 0.9086757990867579, 0.5705882352941176
0x000c2f4b89, Normal, 12, 47, 75, 137, 221.33333333333334, 0.48913043478260865, 0.3607843137254902
0x000c302c86, Normal, 12, 48, 44, 134, 242.66666666666666, 0.5056179775280899, 0.34901960784313724
0x000c33a2de, Normal, 12, 51, 162, 222, 201.05263157894737, 0.7215189873417722, 0.5352941176470588
0x000c37b256, Normal, 12, 55, 178, 86, 135.1219512195122, 0.5278969957081545, 0.4568627450980392
0x000c3c6177, Normal, 12, 60, 97, 119, 202.3728813559322, 0.3296089385474861, 0.3509803921568627
0x000c3d498b, Normal, 12, 61, 73, 139, 230.76923076923077, 0.3899999999999999, 0.39215686274509803
0x000c40654c, Normal, 12, 64, 101, 76, 139.45945945945948, 0.22424242424242424, 0.32352941176470584
0x000c4685ab, Normal, 12, 70, 133, 171, 202.57425742574256, 0.41908713692946054, 0.4725490196078431
0x000c4e43cc, Normal, 12, 78, 67, 204, 244.8175182481752, 0.5732217573221758, 0.5313725490196078
0x000c5159f4, Normal, 12, 81, 89, 244, 237.05521472392638, 0.8810810810810811, 0.6372549019607843
0x000c51a1b6, Normal, 12, 81, 161, 182, 192.4752475247525, 0.4089068825910931, 0.5156862745098039
0x000c55deb9, Normal, 12, 85, 222, 185, 163.79562043795622, 0.6748768472906405, 0.6019607843137255
0x000c571ad7, Normal, 12, 87, 26, 215, 259.3650793650794, 0.7842323651452283, 0.4725490196078431
0x000c591526, Normal, 12, 89, 21, 38, 345, 0.6181818181818182, 0.2156862745098039
0x000c5950b6, Normal, 12, 89, 80, 182, 245.2941176470588, 0.41129032258064513, 0.5137254901960784
0x000c59e5d5, Normal, 12, 89, 229, 213, 173.14285714285714, 0.7291666666666667, 0.6235294117647059
0x000c5adf37, Normal, 12, 90, 223, 55, 107.5, 0.7241379310344829, 0.5450980392156863
0x000c5eebef, Normal, 12, 94, 235, 239, 181.6551724137931, 0.8192090395480226, 0.6529411764705882
0x000c6215b5, Normal, 12, 98, 21, 181, 268.875, 0.792079207920792, 0.39607843137254906
0x000c74acc8, Normal, 12, 116, 172, 200, 199.99999999999997, 0.4329896907216495, 0.6196078431372549
0x000c7560a6, Normal, 12, 117, 96, 166, 258, 0.282258064516129, 0.5137254901960784
0x000c79fc01, Normal, 12, 121, 252, 1, 91.31474103585657, 0.9920948616600791, 0.49607843137254903
0x000c7b05af, Normal, 12, 123, 5, 175, 281.64705882352945, 0.9444444444444443, 0.35294117647058826
0x000c7c7e79, Normal, 12, 124, 126, 121, 84.00000000000003, 0.020242914979757127, 0.4843137254901961
0x000c7ca915, Normal, 12, 124, 169, 21, 78.24324324324324, 0.7789473684210525, 0.37254901960784315
0x000c7cb9ba, Normal, 12, 124, 185, 186, 180.96774193548387, 0.30999999999999994, 0.6078431372549019
0x000c811ce3, Normal, 12, 129, 28, 227, 270.45226130653265, 0.780392156862745, 0.5
0x000c86a6ea, Normal, 12, 134, 166, 234, 220.79999999999998, 0.7042253521126759, 0.7215686274509804
0x000c88d4a2, Normal, 12, 136, 212, 162, 140.52631578947367, 0.4691358024691359, 0.6823529411764706
0x000c925867, Normal, 12, 146, 88, 103, 344.48275862068965, 0.24786324786324784, 0.4588235294117647
0x000c976f34, Normal, 12, 151, 111, 52, 35.757575757575765, 0.48768472906403937, 0.39803921568627454
0x000c97ef69, Normal, 12, 151, 239, 105, 99.40298507462686, 0.8072289156626508, 0.6745098039215687
0x000c9a19d9, Normal, 12, 154, 25, 217, 280.3125, 0.7933884297520661, 0.4745098039215686
0x000c9fa804, Normal, 12, 159, 168, 4, 63.29268292682926, 0.9534883720930231, 0.33725490196078434
0x000ca00770, Normal, 12, 160, 7, 112, 318.8235294117647, 0.9161676646706587, 0.32745098039215687
0x000ca14331, Normal, 12, 161, 67, 49, 9.642857142857144, 0.5333333333333333, 0.4117647058823529
0x000ca34e20, Normal, 12, 163, 78, 32, 21.06870229007634, 0.6717948717948717, 0.38235294117647056
0x000ca55553, Normal, 12, 165, 85, 83, 1.463414634146336, 0.33064516129032256, 0.4862745098039216
0x000ca86e3c, Normal, 12, 168, 110, 60, 27.777777777777782, 0.4736842105263158, 0.44705882352941173
